name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,distance_cm,level_pct,ts
"15.5645,-88.0286",2024-02-19,24.9,19.9,21.8,24.9,19.9,21.8,19.3,86.2,4.626,100,12.5,rain,0,0,32.0,20.4,41.7,1020.4,94.8,9.3,120.4,10.5,4,10,2024-02-19T06:15:18,2024-02-19T17:56:55,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.63,76.1,171000
"15.5645,-88.0286",2024-02-20,25.9,20.1,22.2,25.9,20.1,22.2,19.9,87.4,0.935,100,8.33,rain,0,0,36.0,17.9,353.5,1022.0,87.6,9.7,168.5,14.6,6,10,2024-02-20T06:14:47,2024-02-20T17:57:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",8.88,19.3,172000
"15.5645,-88.0286",2024-02-21,26.1,19.2,22.0,26.1,19.2,22.0,19.0,83.9,1.13,100,12.5,rain,0,0,39.2,22.0,356.1,1021.1,72.4,9.7,119.2,10.2,5,10,2024-02-21T06:14:16,2024-02-21T17:57:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",8.57,22.1,173000
"15.5645,-88.0286",2024-02-22,28.6,15.4,21.8,28.2,15.4,21.8,15.9,73.4,0.0,0,0.0,,0,0,25.6,20.1,17.5,1016.3,25.5,10.2,274.8,23.8,10,10,2024-02-22T06:13:43,2024-02-22T17:57:49,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.28,15.6,174000
"15.5645,-88.0286",2024-02-23,30.4,15.9,22.4,31.4,15.9,22.7,17.3,75.5,0.0,0,0.0,,0,0,25.2,21.6,15.4,1012.1,15.6,10.0,282.6,24.3,10,10,2024-02-23T06:13:10,2024-02-23T17:58:06,0.47,Clear,Clear conditions throughout the day.,clear-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",3.03,72.5,175000
"15.5645,-88.0286",2024-02-24,30.9,18.2,24.1,32.1,18.2,24.6,18.9,75.1,0.0,0,0.0,,0,0,31.0,26.6,29.5,1016.8,44.9,10.1,238.0,20.5,9,10,2024-02-24T06:12:37,2024-02-24T17:58:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.65,75.9,176000
"15.5645,-88.0286",2024-02-25,29.9,18.6,24.0,30.8,18.6,24.3,18.8,74.6,0.0,0,0.0,rain,0,0,34.6,32.2,9.8,1018.3,44.6,9.9,225.0,19.3,8,10,2024-02-25T06:12:02,2024-02-25T17:58:39,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",3.11,71.7,177000
"15.5645,-88.0286",2024-02-26,30.7,18.6,24.3,31.8,18.6,24.8,19.3,75.8,0.0,0,0.0,,0,0,38.2,26.6,15.3,1017.4,32.1,10.1,251.7,21.6,9,10,2024-02-26T06:11:27,2024-02-26T17:58:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",5.2,52.7,178000
"15.5645,-88.0286",2024-02-27,31.8,21.5,25.9,34.1,21.5,26.8,21.2,77.4,0.0,0,0.0,,0,0,40.7,27.5,31.2,1013.8,57.9,10.5,232.8,20.0,8,10,2024-02-27T06:10:51,2024-02-27T17:59:09,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.39,51.0,179000
"15.5645,-88.0286",2024-02-28,32.7,20.4,26.3,37.7,20.4,27.5,21.4,77.1,0.0,0,0.0,,0,0,37.1,23.0,36.7,1012.7,26.2,9.5,275.4,23.8,9,10,2024-02-28T06:10:15,2024-02-28T17:59:24,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",6.5,40.9,180000
"15.5645,-88.0286",2024-02-29,32.7,21.8,26.8,35.8,21.8,27.9,21.8,76.0,0.0,0,0.0,rain,0,0,43.6,29.5,11.2,1014.8,47.1,10.0,249.3,21.5,9,10,2024-02-29T06:09:38,2024-02-29T17:59:38,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.98,72.9,181000
"15.5645,-88.0286",2024-03-01,31.8,23.2,27.1,35.7,23.2,28.5,22.7,78.2,0.188,100,8.33,rain,0,0,43.2,29.4,46.8,1015.2,52.3,9.9,236.4,20.4,9,10,2024-03-01T06:09:00,2024-03-01T17:59:52,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MHTE,MGPB,V7QK9,78637099999",3.61,67.2,182000
"15.5645,-88.0286",2024-03-02,33.6,23.1,27.6,39.0,23.1,29.3,22.7,77.1,0.0,0,0.0,,0,0,37.8,24.3,24.8,1014.3,43.0,10.2,246.2,21.3,9,10,2024-03-02T06:08:22,2024-03-02T18:00:05,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",8.49,22.8,183000
"15.5645,-88.0286",2024-03-03,34.5,19.4,27.3,37.1,19.4,28.6,21.8,74.3,0.0,0,0.0,,0,0,36.0,26.1,24.8,1012.4,36.1,10.4,258.6,22.4,9,10,2024-03-03T06:07:43,2024-03-03T18:00:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MGPB,MHTE,MHLM,V7QK9,78637099999",5.74,47.8,184000
"15.5645,-88.0286",2024-03-04,34.5,21.9,27.2,38.9,21.9,28.6,21.7,74.7,0.0,0,0.0,,0,0,38.5,26.1,17.9,1010.4,31.3,9.9,279.0,24.1,9,10,2024-03-04T06:07:04,2024-03-04T18:00:31,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",8.46,23.1,185000
"15.5645,-88.0286",2024-03-05,36.5,18.6,27.8,40.1,18.6,29.1,20.7,70.0,0.0,0,0.0,,0,0,37.1,34.6,29.2,1008.4,25.0,9.9,286.5,24.9,10,10,2024-03-05T06:06:24,2024-03-05T18:00:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.06,81.3,186000
"15.5645,-88.0286",2024-03-06,35.6,21.9,27.8,40.9,21.9,29.8,22.8,77.2,0.0,0,0.0,,0,0,35.6,28.5,65.7,1008.6,23.4,10.0,282.7,24.5,10,10,2024-03-06T06:05:44,2024-03-06T18:00:55,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.41,41.7,187000
"15.5645,-88.0286",2024-03-07,33.6,21.9,27.5,38.0,21.9,29.4,22.6,77.0,0.0,0,0.0,,0,0,33.5,21.2,16.1,1009.2,29.1,10.0,285.4,24.7,10,10,2024-03-07T06:05:03,2024-03-07T18:01:07,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.46,14.0,188000
"15.5645,-88.0286",2024-03-08,36.3,18.3,27.8,42.7,18.3,30.4,22.4,74.8,0.0,0,0.0,,0,0,37.4,26.4,30.8,1008.1,22.4,9.9,286.7,25.1,10,10,2024-03-08T06:04:22,2024-03-08T18:01:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",6.66,39.5,189000
"15.5645,-88.0286",2024-03-09,37.5,23.1,29.4,43.4,23.1,32.1,22.5,70.1,0.0,0,0.0,,0,0,32.0,24.1,335.4,1007.9,21.4,9.9,292.2,25.3,10,30,2024-03-09T06:03:41,2024-03-09T18:01:29,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.65,66.8,190000
"15.5645,-88.0286",2024-03-10,32.7,24.2,27.7,36.2,24.2,29.4,22.7,76.2,0.0,0,0.0,rain,0,0,30.2,23.9,39.8,1013.3,43.2,8.0,212.8,18.5,7,10,2024-03-10T06:02:59,2024-03-10T18:01:39,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.74,29.6,191000
"15.5645,-88.0286",2024-03-11,32.6,24.0,27.4,35.3,24.0,28.9,22.1,74.6,0.519,100,4.17,rain,0,0,44.6,23.0,6.9,1015.6,48.3,6.9,225.0,19.5,8,10,2024-03-11T06:02:17,2024-03-11T18:01:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.03,54.3,192000
"15.5645,-88.0286",2024-03-12,31.8,23.2,26.9,36.5,23.2,28.3,22.3,77.5,2.824,100,8.33,rain,0,0,37.1,29.4,2.2,1014.6,42.4,9.2,215.6,18.5,8,10,2024-03-12T06:01:34,2024-03-12T18:02:00,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.35,33.2,193000
"15.5645,-88.0286",2024-03-13,33.8,22.9,27.5,37.3,22.9,29.0,21.8,73.1,0.0,0,0.0,,0,0,41.8,27.5,12.6,1012.3,33.9,10.0,284.3,24.5,9,10,2024-03-13T06:00:51,2024-03-13T18:02:10,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.23,79.7,194000
"15.5645,-88.0286",2024-03-14,33.8,23.0,27.5,37.0,23.0,29.2,21.9,74.0,0.0,0,0.0,,0,0,40.7,33.5,19.1,1010.9,35.7,9.3,261.0,22.7,9,10,2024-03-14T06:00:08,2024-03-14T18:02:19,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.09,35.5,195000
"15.5645,-88.0286",2024-03-15,33.6,23.1,27.8,39.9,23.1,29.8,22.8,76.0,0.0,0,0.0,,0,0,42.5,31.1,38.8,1010.1,37.5,10.0,274.2,23.8,9,10,2024-03-15T05:59:25,2024-03-15T18:02:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.26,79.5,196000
"15.5645,-88.0286",2024-03-16,34.6,23.9,28.3,39.4,23.9,30.8,23.0,75.1,0.0,0,0.0,,0,0,35.3,25.8,27.7,1009.3,40.8,9.2,252.6,21.9,8,30,2024-03-16T05:58:41,2024-03-16T18:02:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MHTE,V7QK9,MGPB,78637099999",7.96,27.6,197000
"15.5645,-88.0286",2024-03-17,35.5,24.6,29.0,40.7,24.6,32.0,23.6,74.8,0.0,0,0.0,,0,0,36.7,27.7,29.7,1008.1,38.8,10.2,280.2,24.4,9,30,2024-03-17T05:57:58,2024-03-17T18:02:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",5.78,47.5,198000
"15.5645,-88.0286",2024-03-18,35.6,24.0,28.6,42.1,24.0,32.0,24.2,79.1,0.0,0,0.0,,0,0,35.3,31.0,39.9,1009.0,32.6,9.9,275.2,23.7,9,30,2024-03-18T05:57:14,2024-03-18T18:02:56,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MHTE,V7QK9,MGPB,78637099999",2.97,73.0,199000
"15.5645,-88.0286",2024-03-19,33.7,24.0,28.1,38.3,24.0,30.5,23.8,79.6,0.026,100,4.17,rain,0,0,38.5,27.6,30.3,1012.4,39.2,8.5,240.9,20.8,8,10,2024-03-19T05:56:30,2024-03-19T18:03:05,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.34,42.4,200000
"15.5645,-88.0286",2024-03-20,33.7,23.1,27.6,38.2,23.1,29.3,22.5,75.5,0.0,0,0.0,,0,0,40.7,26.4,25.8,1013.7,46.0,9.4,250.5,21.7,8,10,2024-03-20T05:55:45,2024-03-20T18:03:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.53,77.0,201000
"15.5645,-88.0286",2024-03-21,33.7,22.9,27.6,38.4,22.9,30.1,22.8,76.9,0.0,0,0.0,,0,0,38.5,26.1,39.2,1012.0,30.5,9.9,280.7,24.4,10,10,2024-03-21T05:55:01,2024-03-21T18:03:22,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.23,34.3,202000
"15.5645,-88.0286",2024-03-22,38.4,23.1,30.4,44.7,23.1,33.4,22.7,68.0,0.0,0,0.0,,0,0,28.8,23.9,327.9,1007.6,17.9,9.8,300.5,26.1,10,15,2024-03-22T05:54:17,2024-03-22T18:03:30,0.41,Clear,Clear conditions throughout the day.,clear-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.97,9.4,203000
"15.5645,-88.0286",2024-03-23,33.8,26.0,29.4,41.5,26.0,33.7,24.2,74.4,0.0,0,0.0,,0,0,35.3,23.0,52.3,1010.0,52.6,8.8,236.9,20.5,8,30,2024-03-23T05:53:32,2024-03-23T18:03:39,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",8.16,25.8,204000
"15.5645,-88.0286",2024-03-24,33.6,25.1,28.3,38.1,25.1,30.8,23.4,76.6,0.0,0,0.0,rain,0,0,44.6,26.8,33.5,1009.0,42.2,7.2,280.4,24.3,10,30,2024-03-24T05:52:48,2024-03-24T18:03:47,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MHTE,V7QK9,MGPB,78637099999",6.59,40.1,205000
"15.5645,-88.0286",2024-03-25,40.9,23.1,30.1,46.2,23.1,33.6,23.0,69.8,0.0,0,0.0,,0,0,32.4,31.6,348.5,1005.9,28.2,7.9,300.8,26.0,10,30,2024-03-25T05:52:03,2024-03-25T18:03:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.82,74.4,206000
"15.5645,-88.0286",2024-03-26,41.2,25.1,32.3,46.7,25.1,35.8,21.6,56.7,0.0,0,0.0,,0,0,31.3,30.8,249.9,1005.6,29.0,8.8,308.1,26.5,10,10,2024-03-26T05:51:19,2024-03-26T18:04:04,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",7.6,30.9,207000
"15.5645,-88.0286",2024-03-27,36.6,23.0,30.1,42.0,23.0,33.7,22.7,67.0,0.0,0,0.0,,0,0,37.4,28.0,44.1,1008.4,25.3,9.7,303.3,26.1,10,30,2024-03-27T05:50:35,2024-03-27T18:04:12,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MGPB,MHTE,V7QK9,MHLM,78637099999,C6VG7",7.29,33.7,208000
"15.5645,-88.0286",2024-03-28,31.7,23.3,27.5,35.3,23.3,29.8,23.3,78.8,7.1,100,54.17,rain,0,0,40.7,23.6,57.5,1014.2,73.5,9.9,176.7,15.3,9,10,2024-03-28T05:49:50,2024-03-28T18:04:20,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MHLM,MHTE,MGPB,V7QK9,C6VG7",2.39,78.3,209000
"15.5645,-88.0286",2024-03-29,24.1,21.6,22.7,24.1,21.6,22.7,21.3,91.4,13.0,100,62.5,rain,0,0,40.0,14.2,97.2,1016.9,86.9,8.6,140.3,12.2,6,10,2024-03-29T05:49:06,2024-03-29T18:04:28,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MHLM,MGPB,MHTE,V7QK9,C6VG7",8.34,24.2,210000
"15.5645,-88.0286",2024-03-30,30.9,21.9,26.1,34.7,21.9,27.1,21.3,76.7,0.0,0,0.0,rain,0,0,44.3,26.0,36.4,1014.5,48.4,10.9,251.9,21.8,8,10,2024-03-30T05:48:22,2024-03-30T18:04:36,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MHLM,MGPB,MHTE,V7QK9",6.15,44.1,211000
"15.5645,-88.0286",2024-03-31,33.7,22.9,27.5,39.1,22.9,29.8,22.7,76.4,0.0,0,0.0,rain,0,0,39.6,26.8,45.9,1012.9,51.0,10.5,263.4,22.8,9,10,2024-03-31T05:47:38,2024-03-31T18:04:45,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,MHLM,MGPB,MHTE,V7QK9,C6VG7",5.41,50.8,212000
"15.5645,-88.0286",2024-04-01,36.5,24.0,28.9,41.8,24.0,31.6,23.3,74.2,0.2,100,8.33,rain,0,0,33.8,27.5,44.8,1011.6,33.1,10.7,284.4,24.6,9,30,2024-04-01T05:46:54,2024-04-01T18:04:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",8.31,24.5,213000
"15.5645,-88.0286",2024-04-02,39.1,23.1,29.7,43.5,23.1,31.9,21.8,67.2,0.0,0,0.0,,0,0,32.8,25.2,211.8,1008.3,21.5,10.1,310.6,26.7,10,10,2024-04-02T05:46:11,2024-04-02T18:05:01,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.29,51.9,214000
"15.5645,-88.0286",2024-04-03,38.7,25.0,31.2,44.1,25.0,35.1,22.6,63.0,0.0,0,0.0,,0,0,30.6,25.5,339.1,1007.3,29.9,9.8,298.7,25.8,10,10,2024-04-03T05:45:27,2024-04-03T18:05:10,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",5.85,46.8,215000
"15.5645,-88.0286",2024-04-04,29.1,25.9,26.9,34.5,25.9,29.0,23.8,83.1,0.071,100,8.33,rain,0,0,40.7,14.2,46.4,1012.3,85.6,5.5,184.5,15.9,7,10,2024-04-04T05:44:44,2024-04-04T18:05:18,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.45,68.6,216000
"15.5645,-88.0286",2024-04-05,31.8,24.2,27.1,35.8,24.2,28.6,23.2,80.4,0.935,100,4.17,rain,0,0,40.7,24.1,41.3,1014.7,74.5,7.1,124.7,10.7,5,10,2024-04-05T05:44:01,2024-04-05T18:05:27,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.57,58.5,217000
"15.5645,-88.0286",2024-04-06,32.8,23.2,27.6,38.1,23.2,29.9,22.8,76.7,0.0,0,0.0,,0,0,34.6,26.4,18.7,1013.5,44.4,8.9,285.2,24.5,10,10,2024-04-06T05:43:19,2024-04-06T18:05:36,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",8.76,20.4,218000
"15.5645,-88.0286",2024-04-07,38.0,23.0,28.5,44.9,23.0,31.8,23.5,76.6,0.0,0,0.0,,0,0,40.0,27.5,23.7,1010.9,50.8,10.1,250.0,21.6,8,30,2024-04-07T05:42:36,2024-04-07T18:05:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.5,68.2,219000
"15.5645,-88.0286",2024-04-08,34.7,25.1,29.1,43.1,25.1,33.2,24.8,79.0,0.208,100,4.17,rain,0,0,44.6,29.6,42.9,1010.4,43.1,9.8,257.9,22.2,9,60,2024-04-08T05:41:54,2024-04-08T18:05:54,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",5.34,51.5,220000
"15.5645,-88.0286",2024-04-09,37.4,25.0,29.8,41.3,25.0,32.3,22.8,70.4,0.0,0,0.0,,0,0,41.0,29.6,35.3,1008.4,31.0,8.9,316.5,27.3,10,30,2024-04-09T05:41:13,2024-04-09T18:06:03,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.91,9.9,221000
"15.5645,-88.0286",2024-04-10,38.5,23.1,30.0,43.8,23.1,32.1,21.6,65.1,0.0,0,0.0,,0,0,33.5,26.4,24.3,1006.8,33.4,8.6,311.9,27.0,10,10,2024-04-10T05:40:31,2024-04-10T18:06:13,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.89,64.6,222000
"15.5645,-88.0286",2024-04-11,35.8,24.3,29.7,42.1,24.3,32.8,22.5,66.9,0.0,0,0.0,rain,0,0,36.0,33.5,48.7,1010.7,31.2,5.9,273.8,23.8,9,10,2024-04-11T05:39:50,2024-04-11T18:06:23,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.33,15.2,223000
"15.5645,-88.0286",2024-04-12,28.6,23.9,26.2,30.9,23.9,27.1,20.7,72.3,0.1,100,8.33,rain,0,0,27.4,21.7,1.6,1017.4,86.3,9.5,115.8,10.0,5,10,2024-04-12T05:39:10,2024-04-12T18:06:32,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.35,15.0,224000
"15.5645,-88.0286",2024-04-13,29.5,22.9,25.3,32.8,22.9,26.1,21.3,78.9,1.064,100,8.33,rain,0,0,46.4,22.8,16.3,1017.6,70.6,9.5,187.5,16.2,8,10,2024-04-13T05:38:30,2024-04-13T18:06:42,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.73,75.2,225000
"15.5645,-88.0286",2024-04-14,31.8,23.1,27.2,36.0,23.1,29.2,22.9,78.9,1.922,100,8.33,rain,0,0,45.4,27.2,26.6,1014.6,59.1,9.7,244.9,21.0,9,10,2024-04-14T05:37:50,2024-04-14T18:06:53,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MHTE,MGPB,78637099999",5.71,48.1,226000
"15.5645,-88.0286",2024-04-15,32.8,22.4,27.6,37.1,22.4,29.6,22.6,75.9,0.13,100,4.17,rain,0,0,46.8,29.6,29.1,1012.7,33.3,10.0,267.1,23.3,9,10,2024-04-15T05:37:11,2024-04-15T18:07:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",6.02,45.3,227000
"15.5645,-88.0286",2024-04-16,33.8,24.8,28.7,38.1,24.8,31.7,23.2,73.5,0.0,0,0.0,rain,0,0,45.0,31.2,39.4,1011.4,48.7,10.2,248.4,21.5,8,10,2024-04-16T05:36:33,2024-04-16T18:07:14,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MGPB,MHLM,MHTE,V7QK9,78637099999",4.51,59.0,228000
"15.5645,-88.0286",2024-04-17,33.9,25.9,29.0,39.6,25.9,32.7,23.8,74.9,0.006,100,4.17,rain,0,0,44.6,31.9,39.0,1011.3,49.5,10.2,240.6,20.7,8,30,2024-04-17T05:35:54,2024-04-17T18:07:25,0.3,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.38,78.4,229000
"15.5645,-88.0286",2024-04-18,33.9,24.8,28.5,37.2,24.8,30.2,22.4,71.8,0.0,0,0.0,,0,0,38.9,27.9,36.4,1011.8,44.2,10.0,261.2,22.5,9,10,2024-04-18T05:35:17,2024-04-18T18:07:36,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.93,64.3,230000
"15.5645,-88.0286",2024-04-19,33.9,23.1,28.0,40.0,23.1,30.5,22.6,73.9,0.0,0,0.0,,0,0,39.2,32.3,32.4,1012.0,34.1,9.5,261.1,22.5,8,30,2024-04-19T05:34:40,2024-04-19T18:07:48,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.76,74.9,231000
"15.5645,-88.0286",2024-04-20,34.8,25.9,29.2,41.7,25.9,32.7,23.6,73.3,0.0,0,0.0,,0,0,40.7,33.2,28.1,1012.1,46.8,9.5,272.8,23.6,9,30,2024-04-20T05:34:03,2024-04-20T18:07:59,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.91,64.5,232000
"15.5645,-88.0286",2024-04-21,34.6,26.0,29.4,41.9,26.0,33.6,23.9,73.3,0.0,0,0.0,,0,0,46.4,29.8,27.8,1010.9,42.9,9.8,278.4,24.1,9,60,2024-04-21T05:33:28,2024-04-21T18:08:11,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",8.46,23.1,233000
"15.5645,-88.0286",2024-04-22,33.9,24.7,28.7,40.5,24.7,32.5,24.1,77.5,0.052,100,4.17,rain,0,0,38.5,32.8,28.6,1012.4,43.2,10.1,232.8,20.2,8,10,2024-04-22T05:32:52,2024-04-22T18:08:24,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.16,16.7,234000
