name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,distance_cm,level_pct,ts
"15.5645,-88.0286",2024-08-10,33.9,24.3,28.3,42.2,24.3,32.8,25.3,84.7,0.935,100,4.17,rain,0,0,28.8,23.0,30.0,1013.5,46.7,10.0,251.1,21.7,8,100,2024-08-10T05:36:19,2024-08-10T18:18:22,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",4.19,61.9,344000
"15.5645,-88.0286",2024-08-11,32.9,24.1,28.0,40.4,24.1,31.7,25.0,85.0,5.424,100,8.33,rain,0,0,48.2,23.0,37.0,1013.7,52.7,9.7,210.5,18.1,7,60,2024-08-11T05:36:31,2024-08-11T18:17:50,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7",3.65,66.8,345000
"15.5645,-88.0286",2024-08-12,32.9,21.8,26.5,40.9,21.8,28.9,23.8,86.5,0.139,100,4.17,rain,0,0,37.1,27.5,40.3,1013.2,49.8,9.9,218.6,19.0,9,30,2024-08-12T05:36:42,2024-08-12T18:17:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",4.69,57.4,346000
"15.5645,-88.0286",2024-08-13,31.8,23.4,26.5,39.1,23.4,28.0,24.0,87.4,7.584,100,4.17,rain,0,0,28.1,25.8,338.7,1012.9,54.9,9.6,187.5,16.4,8,60,2024-08-13T05:36:53,2024-08-13T18:16:44,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",4.62,58.0,347000
"15.5645,-88.0286",2024-08-14,32.8,24.5,28.4,40.3,24.5,32.2,24.5,80.8,0.813,100,8.33,rain,0,0,29.5,24.1,36.1,1012.5,58.1,10.0,246.6,21.3,8,60,2024-08-14T05:37:04,2024-08-14T18:16:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.06,17.6,348000
"15.5645,-88.0286",2024-08-15,33.8,24.3,29.0,40.7,24.3,33.1,24.6,78.7,0.0,0,0.0,rain,0,0,31.7,22.1,21.8,1012.4,37.5,10.4,255.7,22.2,8,60,2024-08-15T05:37:15,2024-08-15T18:15:35,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999",8.58,22.0,349000
"15.5645,-88.0286",2024-08-16,33.0,14.0,27.8,40.7,14.0,31.7,23.9,80.8,0.013,100,4.17,rain,0,0,31.7,30.2,27.1,1013.2,47.6,12.1,257.6,22.1,9,60,2024-08-16T05:37:25,2024-08-16T18:15:00,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,V7QK9,MHTE,78637099999,C6VG7,remote",7.68,30.2,350000
"15.5645,-88.0286",2024-08-17,32.9,25.3,28.5,39.9,25.3,32.2,24.8,81.4,1.584,100,4.17,rain,0,0,31.7,22.3,31.9,1012.3,54.9,10.0,253.6,22.0,8,60,2024-08-17T05:37:35,2024-08-17T18:14:24,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",9.67,12.1,351000
"15.5645,-88.0286",2024-08-18,33.8,24.4,28.7,41.9,24.4,32.5,24.6,79.7,0.026,100,8.33,rain,0,0,32.0,21.2,20.8,1012.0,53.7,10.1,258.9,22.2,8,60,2024-08-18T05:37:44,2024-08-18T18:13:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.38,51.1,352000
"15.5645,-88.0286",2024-08-19,31.9,23.9,26.6,38.2,23.9,29.0,24.1,86.3,13.012,100,12.5,rain,0,0,34.2,16.3,68.7,1013.0,55.1,10.3,249.7,21.5,9,60,2024-08-19T05:37:54,2024-08-19T18:13:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",3.96,64.0,353000
"15.5645,-88.0286",2024-08-20,32.8,24.4,28.2,40.5,24.4,32.5,24.7,82.2,0.006,100,4.17,rain,0,0,29.5,18.9,24.5,1013.5,39.5,10.2,198.9,17.1,8,60,2024-08-20T05:38:03,2024-08-20T18:12:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.94,73.3,354000
"15.5645,-88.0286",2024-08-21,31.9,22.8,27.7,39.0,22.8,31.4,24.6,84.2,9.648,100,12.5,rain,0,0,30.6,21.4,39.1,1013.0,52.5,10.0,195.9,17.0,8,60,2024-08-21T05:38:11,2024-08-21T18:11:53,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",4.41,59.9,355000
"15.5645,-88.0286",2024-08-22,32.0,23.0,26.6,39.3,23.0,28.9,23.7,84.8,28.988,100,12.5,rain,0,0,34.2,21.9,358.4,1013.3,47.7,9.9,261.8,22.5,9,60,2024-08-22T05:38:20,2024-08-22T18:11:13,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.16,71.3,356000
"15.5645,-88.0286",2024-08-23,32.9,24.0,27.0,39.3,24.0,29.3,24.0,85.0,5.168,100,12.5,rain,0,0,31.7,24.2,37.1,1013.4,63.3,9.2,250.7,21.8,9,60,2024-08-23T05:38:28,2024-08-23T18:10:34,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MHTE,MGPB,78637099999",2.74,75.1,357000
"15.5645,-88.0286",2024-08-24,32.8,23.8,27.3,39.1,23.8,29.8,23.9,83.3,70.762,100,8.33,rain,0,0,37.8,19.9,37.0,1013.8,66.3,10.0,232.7,20.0,9,60,2024-08-24T05:38:36,2024-08-24T18:09:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.82,38.0,358000
"15.5645,-88.0286",2024-08-25,31.9,24.1,27.1,39.0,24.1,29.2,24.5,86.5,8.36,100,16.67,rain,0,0,40.7,27.9,29.2,1013.9,69.7,9.5,234.6,20.2,8,30,2024-08-25T05:38:43,2024-08-25T18:09:12,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.91,55.4,359000
"15.5645,-88.0286",2024-08-26,31.9,25.0,27.7,40.0,25.0,30.9,25.2,87.2,1.662,100,12.5,rain,0,0,32.8,26.2,35.8,1014.1,68.6,9.8,233.8,20.1,8,60,2024-08-26T05:38:50,2024-08-26T18:08:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.52,40.7,360000
"15.5645,-88.0286",2024-08-27,32.9,24.8,28.0,39.3,24.8,31.0,24.7,83.8,2.546,100,16.67,rain,0,0,31.7,24.6,40.2,1013.3,52.7,10.0,247.8,21.2,8,60,2024-08-27T05:38:57,2024-08-27T18:07:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.53,67.9,361000
"15.5645,-88.0286",2024-08-28,32.9,23.2,28.1,39.4,23.2,31.6,24.0,79.5,4.584,100,4.17,rain,0,0,28.4,24.6,41.9,1012.8,51.0,10.1,250.0,21.5,9,75,2024-08-28T05:39:04,2024-08-28T18:07:06,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.42,32.5,362000
"15.5645,-88.0286",2024-08-29,33.9,24.8,29.2,41.8,24.8,33.1,24.5,77.1,0.065,100,4.17,rain,0,0,37.1,24.3,36.2,1012.4,42.1,10.2,258.4,22.3,9,75,2024-08-29T05:39:11,2024-08-29T18:06:23,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.72,66.2,363000
"15.5645,-88.0286",2024-08-30,33.9,23.8,28.7,42.1,23.8,32.9,24.4,78.9,1.026,100,8.33,rain,0,0,37.1,27.3,15.5,1012.6,50.6,10.3,246.4,21.3,8,75,2024-08-30T05:39:17,2024-08-30T18:05:40,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.22,61.6,364000
"15.5645,-88.0286",2024-08-31,33.9,25.9,29.1,41.9,25.9,33.3,24.8,78.8,0.0,0,0.0,rain,0,0,29.9,24.3,58.5,1011.4,44.4,10.0,271.9,23.7,9,75,2024-08-31T05:39:23,2024-08-31T18:04:56,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.93,27.9,365000
"15.5645,-88.0286",2024-09-01,34.8,25.0,29.1,42.5,25.0,33.1,24.7,79.0,0.0,0,0.0,rain,0,0,27.7,24.1,48.4,1010.6,36.9,10.3,260.2,22.4,9,75,2024-09-01T05:39:29,2024-09-01T18:04:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.48,41.1,366000
"15.5645,-88.0286",2024-09-02,33.9,24.0,28.7,41.5,24.0,32.5,23.7,75.7,0.026,100,4.17,rain,0,0,37.1,24.6,16.5,1010.2,36.8,10.0,268.6,23.0,9,75,2024-09-02T05:39:35,2024-09-02T18:03:28,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.68,57.5,367000
"15.5645,-88.0286",2024-09-03,33.9,24.3,29.1,42.0,24.3,33.2,24.0,74.7,0.013,100,4.17,rain,0,0,24.1,25.6,30.0,1010.2,54.2,10.0,224.7,19.3,7,75,2024-09-03T05:39:40,2024-09-03T18:02:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.34,42.4,368000
"15.5645,-88.0286",2024-09-04,36.0,24.8,29.2,46.3,24.8,33.3,24.1,75.2,0.714,100,4.17,rain,0,0,28.1,29.1,12.3,1010.3,63.3,10.0,240.1,20.9,8,75,2024-09-04T05:39:46,2024-09-04T18:01:58,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.55,31.4,369000
"15.5645,-88.0286",2024-09-05,33.6,25.8,28.7,41.6,25.8,33.3,25.0,81.0,1.881,100,12.5,rain,0,0,27.7,23.9,53.4,1009.4,78.4,10.0,192.8,16.8,8,60,2024-09-05T05:39:51,2024-09-05T18:01:12,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.3,15.5,370000
"15.5645,-88.0286",2024-09-06,32.7,24.2,28.2,39.5,24.2,31.6,24.5,81.3,1.331,100,16.67,rain,0,0,21.6,29.1,31.6,1007.7,72.8,9.7,160.6,13.8,7,30,2024-09-06T05:39:56,2024-09-06T18:00:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.65,39.5,371000
"15.5645,-88.0286",2024-09-07,34.7,23.9,27.4,41.5,23.9,29.8,23.8,83.0,37.859,100,20.83,rain,0,0,46.4,24.1,183.2,1006.9,67.0,8.9,252.4,21.9,9,75,2024-09-07T05:40:01,2024-09-07T17:59:40,0.16,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.86,64.9,372000
"15.5645,-88.0286",2024-09-08,34.8,24.0,28.1,44.5,24.0,31.6,24.5,82.0,0.019,100,4.17,rain,0,0,31.3,24.1,278.2,1007.4,52.5,10.0,274.4,23.7,9,75,2024-09-08T05:40:06,2024-09-08T17:58:54,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.97,27.5,373000
"15.5645,-88.0286",2024-09-09,32.8,24.0,27.6,41.8,24.0,31.1,24.6,84.5,7.126,100,12.5,rain,0,0,32.0,21.5,52.4,1010.8,49.8,10.6,237.2,20.5,8,60,2024-09-09T05:40:11,2024-09-09T17:58:08,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.22,25.3,374000
"15.5645,-88.0286",2024-09-10,32.1,23.0,27.3,37.8,23.0,29.9,23.3,80.0,5.611,100,4.17,rain,0,0,27.4,17.4,36.8,1010.3,47.8,10.0,244.5,21.1,9,60,2024-09-10T05:40:15,2024-09-10T17:57:21,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.6,67.3,375000
"15.5645,-88.0286",2024-09-11,34.7,24.9,29.0,43.4,24.9,33.7,25.2,81.2,0.0,0,0.0,,0,0,24.5,20.7,63.7,1008.8,30.0,10.9,272.6,23.5,9,75,2024-09-11T05:40:20,2024-09-11T17:56:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.56,22.2,376000
"15.5645,-88.0286",2024-09-12,34.9,26.1,29.5,43.6,26.1,35.7,25.9,82.5,0.374,100,4.17,rain,0,0,28.1,17.8,42.3,1008.8,44.3,9.9,280.1,24.2,9,75,2024-09-12T05:40:24,2024-09-12T17:55:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.72,48.0,377000
"15.5645,-88.0286",2024-09-13,33.9,26.9,29.6,45.0,30.9,36.7,26.4,83.5,0.5,100,16.67,rain,0,0,28.8,14.3,33.4,1009.7,45.5,9.9,250.8,21.6,8,75,2024-09-13T05:40:29,2024-09-13T17:55:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.24,25.1,378000
"15.5645,-88.0286",2024-09-14,33.9,25.9,29.5,44.7,25.9,35.1,25.6,80.8,0.0,0,0.0,rain,0,0,27.0,23.8,23.5,1009.9,41.7,10.3,248.0,21.5,9,75,2024-09-14T05:40:33,2024-09-14T17:54:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.9,64.5,379000
"15.5645,-88.0286",2024-09-15,34.7,24.3,29.5,43.3,24.3,34.9,25.4,79.8,0.0,0,0.0,,0,0,29.5,23.2,29.5,1009.5,40.3,9.9,252.3,21.8,9,75,2024-09-15T05:40:38,2024-09-15T17:53:26,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MHTE,MGPB,78637099999",4.66,57.6,380000
"15.5645,-88.0286",2024-09-16,34.8,23.0,28.5,43.7,23.0,33.0,24.4,80.2,14.988,100,8.33,rain,0,0,31.3,21.2,223.2,1009.9,31.8,10.0,253.9,22.0,8,100,2024-09-16T05:40:42,2024-09-16T17:52:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.63,12.5,381000
"15.5645,-88.0286",2024-09-17,33.9,23.3,28.9,42.2,23.3,33.9,25.3,82.5,0.454,100,4.17,rain,0,0,33.1,21.2,39.1,1009.5,56.1,9.7,251.0,21.7,9,75,2024-09-17T05:40:47,2024-09-17T17:51:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.26,34.0,382000
"15.5645,-88.0286",2024-09-18,33.9,23.0,28.1,41.4,23.0,31.6,24.0,80.5,40.275,100,16.67,rain,0,0,29.2,23.0,24.5,1008.9,45.5,9.5,233.5,20.1,8,75,2024-09-18T05:40:51,2024-09-18T17:51:04,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.18,25.6,383000
"15.5645,-88.0286",2024-09-19,33.9,23.9,28.4,42.1,23.9,32.4,24.5,80.9,0.0,0,0.0,rain,0,0,33.8,24.1,43.3,1008.9,41.5,10.1,259.5,22.3,9,75,2024-09-19T05:40:56,2024-09-19T17:50:16,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.51,31.7,384000
"15.5645,-88.0286",2024-09-20,32.0,24.0,27.5,39.1,24.0,30.2,23.7,80.7,2.25,100,12.5,rain,0,0,29.9,17.4,65.8,1008.5,64.3,10.0,218.0,18.6,8,60,2024-09-20T05:41:01,2024-09-20T17:49:29,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MHTE,MGPB,78637099999",3.63,67.0,385000
"15.5645,-88.0286",2024-09-21,32.9,24.9,28.3,39.2,24.9,31.3,23.4,75.7,0.013,100,4.17,rain,0,0,24.8,21.6,25.1,1008.3,35.1,10.2,175.8,15.2,7,30,2024-09-21T05:41:06,2024-09-21T17:48:42,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.77,47.5,386000
"15.5645,-88.0286",2024-09-22,31.7,24.0,27.3,37.7,24.0,29.6,23.9,82.5,0.045,100,8.33,rain,0,0,30.6,20.5,64.6,1008.2,43.8,10.2,188.0,16.2,7,30,2024-09-22T05:41:10,2024-09-22T17:47:54,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.47,23.0,387000
"15.5645,-88.0286",2024-09-23,31.0,23.6,27.1,36.7,23.6,29.0,24.0,84.3,7.239,100,12.5,rain,0,0,23.4,18.7,4.2,1008.3,65.6,9.2,217.2,18.6,8,30,2024-09-23T05:41:15,2024-09-23T17:47:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.4,32.7,388000
"15.5645,-88.0286",2024-09-24,33.0,23.9,27.7,39.4,23.9,30.7,23.7,80.0,0.697,100,12.5,rain,0,0,29.2,17.7,261.6,1007.1,55.6,10.1,207.4,18.0,9,30,2024-09-24T05:41:21,2024-09-24T17:46:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.05,81.4,389000
"15.5645,-88.0286",2024-09-25,34.1,25.8,29.0,40.8,25.8,32.4,23.5,73.2,0.0,0,0.0,rain,0,0,40.3,18.6,232.3,1006.1,58.9,10.0,234.2,20.2,8,60,2024-09-25T05:41:26,2024-09-25T17:45:34,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.7,75.5,390000
"15.5645,-88.0286",2024-09-26,34.8,25.0,29.4,42.1,25.0,33.1,23.7,73.3,2.0,100,4.17,rain,0,0,19.8,19.6,225.4,1008.1,41.6,10.1,224.4,19.3,9,60,2024-09-26T05:41:31,2024-09-26T17:44:47,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.77,56.6,391000
"15.5645,-88.0286",2024-09-27,32.8,23.8,27.5,37.4,23.8,30.5,23.9,81.8,9.822,100,16.67,rain,0,0,18.0,18.4,243.6,1010.1,61.0,9.6,176.0,15.4,7,30,2024-09-27T05:41:37,2024-09-27T17:44:01,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.55,13.2,392000
"15.5645,-88.0286",2024-09-28,31.9,24.0,27.6,39.2,24.0,30.1,24.3,83.3,0.2,100,8.33,rain,0,0,37.1,18.4,67.1,1010.5,51.7,10.0,210.8,18.2,9,60,2024-09-28T05:41:43,2024-09-28T17:43:15,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.93,46.1,393000
"15.5645,-88.0286",2024-09-29,33.7,23.9,28.1,40.4,23.9,31.6,24.1,80.2,0.0,0,0.0,,0,0,31.0,26.5,336.7,1009.7,38.4,10.3,235.0,20.4,8,60,2024-09-29T05:41:49,2024-09-29T17:42:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.16,62.2,394000
"15.5645,-88.0286",2024-09-30,32.9,24.0,28.2,40.6,24.0,31.7,24.5,81.1,0.1,100,4.17,rain,0,0,31.3,25.9,40.8,1009.3,67.1,9.8,215.9,18.8,9,60,2024-09-30T05:41:55,2024-09-30T17:41:43,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.88,55.6,395000
"15.5645,-88.0286",2024-10-01,33.8,23.0,27.3,40.5,23.0,29.8,23.5,81.5,16.832,100,4.17,rain,0,0,28.1,19.8,171.2,1009.1,43.3,9.8,252.0,21.8,9,75,2024-10-01T05:42:02,2024-10-01T17:40:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.69,66.5,396000
"15.5645,-88.0286",2024-10-02,32.9,22.0,27.3,40.4,22.0,30.5,23.7,82.1,11.779,100,8.33,rain,0,0,37.1,22.1,349.6,1008.2,52.5,10.1,256.6,22.2,9,75,2024-10-02T05:42:08,2024-10-02T17:40:13,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.37,51.2,397000
"15.5645,-88.0286",2024-10-03,34.0,23.7,28.2,40.4,23.7,30.5,23.9,79.1,0.468,100,4.17,rain,0,0,25.2,17.3,178.2,1008.3,48.5,10.0,260.4,22.7,9,75,2024-10-03T05:42:16,2024-10-03T17:39:29,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",3.74,66.0,398000
"15.5645,-88.0286",2024-10-04,34.8,24.0,28.8,43.2,24.0,32.6,24.2,77.9,6.546,100,4.17,rain,0,0,22.0,20.5,351.6,1010.1,48.8,9.7,232.6,20.0,8,100,2024-10-04T05:42:23,2024-10-04T17:38:44,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",8.77,20.3,399000
"15.5645,-88.0286",2024-10-05,31.9,23.6,27.2,38.8,23.6,30.3,24.1,84.0,4.935,100,8.33,rain,0,0,16.6,19.0,18.1,1011.7,63.9,10.1,221.2,19.2,8,75,2024-10-05T05:42:31,2024-10-05T17:38:01,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.65,48.6,400000
"15.5645,-88.0286",2024-10-06,33.8,24.9,28.7,41.8,24.9,32.8,25.1,82.2,0.0,0,0.0,,0,0,25.2,20.6,28.1,1010.4,40.6,10.0,253.4,21.9,9,100,2024-10-06T05:42:39,2024-10-06T17:37:17,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MGPB,MHTE,MHLM,78637099999,C6VG7",4.24,61.5,401000
"15.5645,-88.0286",2024-10-07,34.8,24.9,29.3,41.8,24.9,33.8,24.7,77.9,0.0,0,0.0,rain,0,0,26.3,13.2,314.3,1007.7,39.1,10.0,256.4,22.0,9,75,2024-10-07T05:42:47,2024-10-07T17:36:34,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.46,14.0,402000
"15.5645,-88.0286",2024-10-08,34.0,23.9,28.2,38.5,23.9,30.6,23.2,76.3,12.286,100,8.33,rain,0,0,34.2,14.5,324.0,1008.2,54.4,9.3,225.2,19.4,9,30,2024-10-08T05:42:56,2024-10-08T17:35:52,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.51,59.0,403000
"15.5645,-88.0286",2024-10-09,32.9,24.0,28.1,36.2,24.0,29.9,22.4,73.1,0.0,0,0.0,rain,0,0,24.1,24.4,2.9,1011.1,51.2,10.0,253.9,22.0,8,10,2024-10-09T05:43:05,2024-10-09T17:35:10,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.28,15.6,404000
"15.5645,-88.0286",2024-10-10,30.8,23.5,26.6,34.3,23.5,28.0,23.0,81.1,2.805,100,4.17,rain,0,0,22.0,10.9,73.0,1013.8,79.5,10.6,197.7,17.0,8,10,2024-10-10T05:43:15,2024-10-10T17:34:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7,remote",2.35,78.6,405000
"15.5645,-88.0286",2024-10-11,28.9,24.3,26.2,31.8,24.3,27.3,22.8,82.3,1.298,100,16.67,rain,0,0,25.2,12.1,125.5,1014.7,89.2,9.7,158.1,13.6,6,10,2024-10-11T05:43:25,2024-10-11T17:33:48,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",7.66,30.4,406000
"15.5645,-88.0286",2024-10-12,26.0,23.2,24.4,26.0,23.2,24.4,23.1,92.4,15.354,100,12.5,rain,0,0,25.9,14.0,85.1,1015.1,88.0,8.8,93.0,8.0,4,10,2024-10-12T05:43:35,2024-10-12T17:33:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.87,46.6,407000
